2012010101,1,0,7,89,0,0,29,0
2009110111,1,0,2,7,0,0,8,0
2014101908,1,0,2,45,38,1,38,0
2012110409,0,0,1,6,0,0,6,0
2014102608,0,0,1,6,0,0,6,0
2014111700,0,0,1,5,0,0,5,0
2011010208,1,0,6,70,0,0,17,0
2011121801,0,0,2,12,2,1,10,0
2009101105,0,0,1,7,0,0,7,0
2010121906,0,0,3,36,0,0,16,0
2014122811,0,0,2,16,0,0,9,0
2012111104,1,0,2,24,0,0,14,0
2012092312,0,0,3,30,0,0,17,0
2009122705,0,0,1,21,0,0,21,0
2014091406,0,0,1,25,0,0,25,0
2011100901,1,0,1,13,0,0,13,0
2014090704,1,0,1,9,0,0,9,0
2010112800,0,0,2,21,0,0,15,0
2011121112,1,0,2,28,0,0,17,0
2011092508,0,0,1,13,0,0,13,0
2010120504,0,0,7,65,0,0,17,0
2012091001,0,0,4,44,0,0,17,0
2012101400,1,0,4,85,0,0,38,0
2009122100,1,0,1,23,0,1,23,0
2012122301,1,0,1,19,0,0,19,0
2011100212,0,0,4,27,0,0,10,0
2012111809,0,0,1,17,0,0,17,0
2012093008,1,0,2,18,0,0,10,0
2011122400,0,0,2,9,0,0,6,0
2012091612,1,0,1,10,0,0,10,0
2009092014,1,0,1,12,0,0,12,0
2014113002,1,0,2,39,0,0,20,0
2010112113,1,0,3,10,5,1,5,0
2010010307,1,0,2,31,0,0,16,0
2011091801,1,0,5,61,0,0,25,0
2014121800,1,0,3,47,0,0,20,0
2014120707,0,0,6,62,0,0,26,0
2012120211,0,0,1,6,0,0,6,0
2010122611,1,0,2,11,0,0,8,0
2010121301,1,0,1,10,0,0,10,0
