2014121402,1,0,1,10,0,0,10,0
2016011601,1,0,4,4,0,0,6,0
2011091807,1,0,3,30,0,0,11,0
2016112011,1,0,5,46,31,1,31,0
2011122500,0,0,1,6,0,0,6,0
2012120201,0,0,2,16,0,0,9,0
2011012301,1,0,1,6,0,0,6,0
2012102800,0,0,1,9,0,0,9,0
2015092800,0,0,1,19,0,0,19,0
2015110111,1,0,2,9,0,0,5,0
2014090400,1,0,2,11,0,0,11,0
2011092511,1,0,3,9,0,0,5,0
2011010210,0,0,2,15,0,0,12,0
2014101904,0,0,1,7,0,0,7,0
2015112205,1,0,1,30,0,0,30,0
2016010310,0,0,3,18,0,0,13,0
2015112602,0,0,4,41,0,0,18,0
2014120800,0,0,2,26,0,0,14,0
2014010501,0,0,1,13,0,0,13,0
2015111501,0,0,6,54,0,0,19,0
2015101809,0,0,1,5,5,1,5,0
2011111400,0,0,3,11,0,0,7,0
2011102309,1,0,3,24,0,0,13,0
2016092503,0,0,1,9,0,0,9,0
2011100911,1,0,2,19,0,0,11,0
2011101605,0,0,2,17,0,0,9,0
2011110610,1,0,1,9,0,0,9,0
2016100911,0,0,3,19,0,0,9,0
2014100200,0,0,2,2,0,0,3,0
2014101204,1,0,2,11,0,0,10,0
2013122212,0,0,1,23,0,0,23,0
2015101107,0,0,3,29,0,0,19,0
2016112800,1,0,5,27,0,0,8,0
2016091103,1,0,1,6,0,0,6,0
2014122107,1,0,4,22,0,0,9,0
2015110801,1,0,6,83,29,1,30,0
2015120300,1,0,5,45,0,0,25,0
2013090811,1,0,1,8,0,0,8,0
2013122901,1,0,1,7,0,0,7,0
2013121512,1,0,1,11,11,1,11,0
2011100211,0,0,5,38,0,0,16,0
2016091813,1,0,1,16,0,0,16,0
2014113010,0,0,2,34,0,0,28,0
2014111603,0,0,2,17,0,0,14,0
2012111801,1,0,1,6,0,0,6,0
2016011001,1,0,2,12,0,0,6,0
2015122009,1,0,1,5,0,0,5,0
2015121312,0,0,4,32,13,1,13,0
2011112007,0,0,6,53,0,0,17,0
2013111003,0,0,1,9,0,0,9,0
2013091504,0,0,4,36,0,0,15,0
2016111307,1,0,3,11,13,1,13,0
2013112403,0,0,1,-5,0,0,-5,0
2015100409,1,0,2,11,0,0,8,0
2015092013,0,0,4,11,0,0,6,0
2015011800,1,0,1,0,0,0,0,0
2011010901,1,0,2,9,0,0,8,0
2012011501,0,0,4,24,0,0,12,0
